and we'll do that in a second .	我們會再次做第二次 。
yes , sneakers .	是的 。
and i'll close it there .	我再走上去 。
these are the uavs .	這些是很酷的 。
paper has some downsides .	紙上有一些標誌 。
so who gets to do it ?	所以 , 誰會怎麼辦 ?
we can't scale .	我們沒有辦法 。
they really influence people .	他們真的很害怕 。
this is a straight line .	這是個很棒的標準 。
but look what we just did today .	但 , 看看我們現在在做什麼 。
iran is doing that right now .	今天 , 這裡有很棒的時刻 。
but he had a gift .	但他有一名 。
but i'm still curious .	但我仍然很幸運 。
i'm serious .	我很擔心 。
and we need collusion .	我們需要更多的工具 。
that's the issue , right ?	這就是問題 , 對吧 ?
kòp kun ka .	克里斯 。
but perhaps familiar ?	但 , 可能是嗎 ?
in change and development and growth .	在成長過程中 , 成長和成長 。
they mean it and they believe it .	他們的意思是 , 相信他們是誰 。
and a light went on for me .	把我放到我的眼睛 。
what does it mean to be normal ?	這意味著什麼 ?
it's just hard on everybody .	只是每個人都很困難 。
or take another example: big data .	舉個例子 , 舉個例子 。
after that , the sex is easy .	畢竟 , 很簡單 。
but , how exactly does this happen ?	但 , 究竟發生什麼事 ?
we were growing as a team .	我們是人類的團隊 。
where did you leave my keys ?	你要怎麼辦 ?
and you know what i found out ?	你知道嗎 ?
and he did not want to pay .	他沒辦法賺錢 。
we have not learned every single rule .	我們沒有任何選擇 。
apps and hardware .	用品牌和軟體 。
and this sometimes went on for hours .	有時候 , 每小時都很糟糕 。
it takes our collective will .	它會讓我們提供我們 。
jm: yes , exactly .	克里斯:沒錯 。
seven to two , they ruled .	第二 , 他們選擇了 。
more abstract .	更有趣 。
so what happened to emma ?	所以 , 發生什麼事呢 ?
this is a robot , autom .	這是機器人 , 機器人 。
start by doing no harm .	首先 , 沒有任何人 。
am i that charming ?	我是誰嗎 ?
and that was some outreach .	這也是很糟糕的 。
the environment changed very slowly .	環境改變了 。
we're not talking .	我們不是說話 。
what’s going on here ?	接下來發生什麼事呢 ?
afghanistan .	阿富汗 。
can you spot the difference ?	你能從不同的角度來看嗎 ?
you already have everything you need .	你都需要任何東西 。
this is a big joke .	這是個很棒的傢伙 。
and we want to dream big .	我們想要一個夢想 。
how are these people standing ?	這些人是誰 ?
but i do think you can .	但我覺得 , 你能做到 。
these were the bad projects .	這些是壞事 。
it was a wonderful experience .	這是個很棒的經驗 。
and worse . . .	更糟糕的是 ,
we have to deal with it .	我們必須做些什麼 。
and maybe that's true .	也許這真的是真的 。
but they were not teaching .	但他們不是老師 。
the network is redundant .	網路是網路的 。
i love people with any disease .	我喜歡愛滋病 。
sg: well done !	史:好吧 !
there's a better way .	有一個更好的方法 。
so it's the data .	數據是數據 。
i certainly wasn't .	我不是這樣 。
it gave me courage .	它讓我用我的手指 。
the idea matters a lot .	想法是很重要的 。
how much could we pay you ?	我們需要多少錢嗎 ?
there are things they care about .	他們都在工作中 。
makes us look really young .	讓我們看得非常好 。
let's play a game .	讓我們玩玩遊戲 。
these are now two years out .	這兩年後就有了 。
" oh , my god ! "	「 喔 ! 喔 ! 」
so what to do about it ?	所以 , 要怎麼做呢 ?
surely , we know enough .	當然 , 我們已經知道了 。
but had it ever existed ?	但 , 是否存在了嗎 ?
so how do we get there ?	所以 , 我們要怎麼做呢 ?
we're born for them .	我們是生存的 。
25 years it took .	大約25年 。
however , bad things happen .	然而 , 事情發生了 。
why is 25 percent important ?	為什麼有50% ?
but then they often wait there .	但他們仍然在等待 。
i got another chapter .	我還有另一隻狗 。
this is five times larger .	這是最高的數字 。
nothing worked until i found this .	畢竟 , 我發現了這一點 。
now , testing is important .	現在 , 測試是很重要的 。
ca: so help us understand .	克里斯:謝謝我們 。
you say , you know what ?	你說 , 你知道嗎 ?
well , it is the future .	嗯 , 這就是我們未來的未來 。
here's the first example .	這是第一個例子 。
she is 15 years old .	她是十五歲 。
it's a reality now .	它是真實的 。
now it's gone .	現在 , 準備好了 。
dp: wow .	dna:喔 。
but why can't they ?	但為什麼他們不會這樣做 ?
so the idea was pretty simple .	所以這個想法很簡單 。
this is faith .	這很棒 。
jack of spades .	克里斯 。
how can we be so sure ?	我們怎麼能做到呢 ?
because this is where we are .	因為這是我們所做的 。
no other country can do that .	其他國家都沒有辦法 。
we do have to protect them .	我們必須保護保護保護 。
we love making patterns too .	我們喜歡這個模型 。
enter the twist .	一開始 , 會議員 。
so how do you do that ?	所以 , 你怎麼做呢 ?
and that's not me .	這不是我 。
and you are correct .	你的確是如此 。
and i'm a mother .	我是母親 。
i was lucky .	我很幸運 。
and so what do we do ?	我們怎麼做呢 ?
how would you go about it ?	你要怎麼做呢 ?
here's an early computer .	這是個早期的電腦
so you get something like this .	所以你會這樣做些事情 。
and time to land .	直到那時候 ,
lt: right .	馬:是的 。
one's a fish .	其中一個魚 。
or step out of it .	或其它的過程 。
thank you . thank you .	非常謝謝各位 。
they are not trusted .	他們沒有信任 。
that was the family business .	那是個家庭的家庭 。
it will get to you .	它會讓你在你身上 。
audience: ooh !	觀眾:喔 !
just think for a moment .	想像一下這個時刻 。
they have always been wrong .	他們總是錯了 。
thank you very much .	非常謝謝各位 。
we didn't eat .	我們沒有食物 。
so how does that work ?	所以 , 該怎麼做呢 ?
thank you , yeah .	非常謝謝你 。
that's real time .	這真的是真實的 。
i am angry .	我是神奇的 。
buy african products .	非洲的食物 。
thank you . thank you .	非常謝謝各位 。
but we don't .	但我們不是這樣 。
not only in humans .	不只是人類的人類 。
so it does that well .	所以 , 這種情況是這樣 。
she couldn't answer .	她沒辦法回答 。
thank you , thank you .	非常謝謝各位 。
thank you . thank you .	非常謝謝各位 。
and that question is this .	問題是這樣 。
then i made a book .	然後我寫了一本書 。
js: no .	克里斯:不是 。
thank you very much .	非常謝謝各位 。
we don't know .	我們不知道 。
thank you very much .	非常謝謝各位 。
what if i could have ?	如果我能做些什麼 ?
that social life is important .	社會是很重要的 。
these changes are coming .	這些改變改變了 。
how does all this work ?	該怎麼做呢 ?
chad , 2 percent .	選舉 , 大約25% 。
this caused her pain .	牠痛苦的痛苦 。
two words: pay up .	第二個: 「 選擇 」 。
what would it look like ?	看起來是怎麼樣的 ?
but both things were happening .	但 , 一切都發生了 。
and it worked , too .	結果也很有效 。
technology can do the same .	科技可以用它來做 。
but there is another point .	但還有另一種方式 。
thank you very much .	非常謝謝各位 。
what are other causes ?	另一種是如何呢 ?
you should have been there !	你一定會這樣做嗎 ?
" i know that . "	「 我知道 。 」
for what is a man ?	誰是誰 ?
and this is what happened .	這是發生的事 。
it had to be done .	要做些什麼 。
he disagreed .	他拒絕了 。
raise your hand .	請求助 。
mb: no .	馬:不是 。
today , i use it .	今天 , 我會用它 。
turns out , nothing .	結果發現 , 沒有什麼 。
and i saw a sign .	我看到了 。
this happens to us .	這會發生了我們 。
don't they ?	不是他們嗎 ?
they set people off .	他們被邀請了 。
how do we create ?	我們如何創造出什麼 ?
everything goes into it .	所有東西都一樣 。
can you do that ?	你能做到嗎 ?
or should they not ?	或者他們不是嗎 ?
so it could happen .	所以 , 可能發生了 。
how do you know ?	你怎麼知道嗎 ?
this is the size .	這是個小小的小小 。
said i could help .	說: 「 我需要幫助我 。
but it works !	但這一切都很棒了 !
goes on from there .	一開始 。
we stand with them .	我們和他們在一起 。
can you see it ?	你可以看到嗎 ?
do you sense them ?	你覺得他們是誰嗎 ?
so , yeah .	所以 , 沒錯 。
it was painful .	它很痛苦 。
now some hair .	現在 , 有些很棒的 。
but something interesting happened .	但有趣的是 , 有些事情發生了 。
let's not .	不要吧 。
and then , this .	然後 , 這樣 ,
what does that mean ?	這意味著什麼 ?
listen to it again .	聽起來聽起來 。
this is not new .	這不是新新的 。
it became the media .	它是社群媒體 。
it's cool .	很酷 。
thank you so much .	非常謝謝各位 。
i think we can .	我認為我們能做到 。
and it is important .	它是很重要的 。
i don't .	我不是這樣 。
thanks so much .	非常謝謝 。
thank you so much .	非常謝謝各位 。
we tell ourselves stories .	我們會告訴我們故事 。
and many others .	還有其他其他的 。
this has to go .	要做到這一點 。
what were you doing ?	你怎麼做呢 ?
and then . . .	然後 , 等等 。
and it did .	結果是這樣 。
" really ? "	「 真的嗎 ? 」
it just happens .	它會發生了 。
stories are amazing .	故事很棒 。
ca: amazing .	克里斯:很棒 。
it actually happens .	結果發生了 。
second: water .	第二:水 。
you americans .	美國人 。
i felt nothing .	我覺得這一切都沒有 。
and she is .	她是這樣的 。
it works .	它是工作的 。
i love you .	我喜歡你 。
why is this ?	為什麼會這樣呢 ?
what just happened ?	發生了什麼事 ?
so consider this .	所以 , 想想看這一點 。
what the f ?	什麼呢 ?
they got back .	他們回來了 。
i was wrong .	我錯錯了 。
thank you everybody .	感謝大家 。
and they did .	他們也做了了 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
now right ?	現在 , 不是嗎 ?
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thanks .	謝謝大家 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thanks .	謝謝大家 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
take music .	音樂 , 音樂 。
remember fire ?	記得嗎 ?
example two .	舉個例子 。
okay ?	好嗎 ?
ok ?	準備好吧 ?
have sex .	性別 。
wow .	哇 !
thank you .	很謝謝各位 。
yeah .	沒錯 。
i understand .	我知道這一點 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
thank you .	很謝謝各位 。
right ?	不是嗎 ?
what ?	什麼呢 ?
how ?	如何呢 ?
china .	中國中國 。
education .	教育 ,
we try to avoid blowing ourselves up .	我們試著讓自己自動駕駛 。
it may even be subject to elimination .	甚至可能是政治的 。
this is india coming up , with the first data from india .	這是印度和印度的數據 。
and i think , actually , that's already really happening .	我認為 , 這真的很困難 。
they have to return the letter . "	他們需要一本書 。 」
so it isn't in the series .	所以 , 不管在哪裡 。
those are the questions i want to talk about today .	這就是我今天要談的問題 。
yr: yeah , twometer span .	馬:嗯 , 二 , 二 。
let me first grade what are the most important means .	首先 , 最重要的是 , 最重要的是 。
so this is something that must be addressed .	所以這就是我們需要做的 。
it's another way of getting the intuition .	另一種方式是相同的 。
it's preposterous on its face .	它會發生在臉書上 。
they hunt . they grow crops .	他們很快 , 他們會成長 。
the other is called the lester election .	另一種方式叫做 「 原子 」 。
sc: i mean , that speaks volumes .	dna:我是說的 。
this is called " dawn to dawn . "	這叫做 「 女兒 」 。
the mende sons of bastards .	男孩們的名字 。
you become the president of the united states .	你是美國的美國人 。
so this is where the mouse came from as well .	所以這就是我們在哪裡的樣子 。
i mean , that's all i heard growing up .	我的意思是 , 我聽到這一點 。
and so i want to do a little demo for you .	所以我想要一個小小的例子 。
resolutions , smoke .	法律 , 例如 。
there would be a lot of money flowing into the countries .	這裡有更多錢的國家 。
most of the time , everything is recorded insync .	每次 , 每一件事都被記錄了 。
and the amazing thing is these guys were flying .	很棒的是 , 這些人都很驚人 。
that was nearly 14 , 000 babies .	幾乎有超過100萬人 。
this was exactly the initial dream of that project .	這真的是藝術家的夢想 。
but indeed , that is exactly what we do .	但事實上 , 我們的確是如此 。
they haven't had a war in 200 years .	他們沒有2000年 。
i'll show you by drawing a simple picture .	讓我給各位看這張照片 。
what if he's psychotic ? "	如果他是誰 ? 」
jason harley did that for me .	克里斯·艾德斯 , 讓我感到興奮 。
i said , " what do you want to do ? "	我說: 「 你想要怎麼辦 ? 」
turns out we kind of do a reasonable job .	結果是 , 我們的工作是很困難的 。
that's 23 times the global average .	這是32個國家 。
i loved it , but it didn't work .	我喜歡它 , 但它卻沒有做 。
the dinosaurs had a really bad day .	恐龍是很危險的 。
victory was a very weird feeling .	黑猩猩是感覺的感覺 。
and i went to bed every night thinking about it .	我每天每天都想過這一點 。
they didn't get very far , obviously .	他們還沒辦法做到 。
this is the cubestormer ii .	這是西班牙人 。
you were separated from your family by the state .	你來自你的家庭 。
the building was finished in 1983 .	建築物是1983年 。
we didn't create jobs for our youth .	我們並沒有創造出我們的工作 。
all of these people , one profession .	所有人都在做 。
my mother wanted me to be a dentist .	我媽媽媽媽媽媽媽媽 。
and i hope she's somewhere safe .	我希望她能安全 。
so , first of all , it's really fun .	所以 , 首先 , 真的很棒 。
say your motorcycle crashes .	例如你所謂的電池 。
that's how you create a collective goal .	這就是你所創造的過程 。
do you want to let it loose on the internet ?	你應該想把網路放到網路上嗎 ?
how many of you won just won thumb ?	你有多少人嗎 ?
the taliban now run their own schools .	學校的老師們在教室裡 。
and like anything else listen , it takes resources .	如同說 , 每個人都能用資源來做 。
he wants to clunk me over the head !	他想要把我的手臂放上去 。
and we can do that for another neuron in green .	我們也能在另一種神經元中 。
this is an image of rain in motion .	這是一張圖片的圖像 。
i'm human . i make mistakes .	我是人人 , 我很害怕 。
and those distributions grow .	而這些成長的成長 。
so malaria is a disease that kills you .	所以 , 瘧疾是殺害的 。
so this is a small crank generator .	這是個小小的小鎮 。
turns out ants are pretty good at this .	結果發現 , 很糟糕 。
this is if there was an issue on the pad .	這只是一個問題 。
his name is adam rifkin .	他的名字是一位名字 。
you should have seen my parents' reaction !	你是否記得我的父親 。
but there were other novelties as well .	但還有其他其他的例子 。
we're not trying to control polio .	我們沒有辦法控制控制 。
and i wanted to deal with other subjects .	我想和其他其他的選擇 。
this one is called the netherlands .	這是個叫做 「 農夫 」 。
and are you yawning right now ?	現在 , 你現在在哪裡 ?
yeah , we'll have to work on that .	是的 , 我們必須做些什麼 。
and it's not for lack of trying .	這不是為了嘗試的 。
and they're incredible guys .	他們真的很棒 。
and then there is static apnea .	然後 , 這裡有一大堆 。
some people broadcast the whole time .	有些人會覺得這段時間 。
so it was a world without grandparents .	所以 , 世界上沒有任何人 。
they grow 10 meters long ; some say bigger .	他們在成長中成長 , 長久的時間 , 長大的成長 。
this is data actually on the consolation behavior .	這是數據的行為 。
this is how they divide classrooms .	這就是他們在教室中學到的 。
and it's the same thing with coding .	這也是同情心 。
the big one is to be not afraid .	最糟糕的是 , 沒有人被殺害 。
and i looked at word analysis .	我看到了 「 文字 」 。
we cannot afford to take that chance .	我們沒有機會能做到 。
my story is the power of a metaphor .	我的故事是 , 創造出的力量 。
this is how it looked like about six years ago .	這是六年前的樣子 。
well , it turns out , quite a lot .	結果 , 真的很棒 。
whose son shall it be ?	誰是誰嗎 ?
now , to the satellites things .	現在 , 咱們要做些什麼 。
and all i could detect was this energy energy .	我只能用能量的能量 。
1959 , ok and the month ?	1995年 , 又有了嗎 ?
it's complete security theater .	它是完全安全的 。
so that's what we're going to do .	這就是我們要做的 。
i mean , it could have been otherwise .	我的意思是 , 可能是其他的 。
so much has happened since the last time i seen you .	所以 , 在我剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛看到的 。
what an odd choice for powerful man to make .	一個選擇的選擇是要選擇的 。
i can call 911 for you and send help .	我可以給你99% , 來協助你 。
in angola or afghanistan .	在阿富汗 , 或阿富汗 。
they do lots of inconsistent things .	他們在很多方面都很有趣 。
but for our cities , we've been stuck .	但 , 我們在城市中 , 都市了 。
my team lost ; the national coach walked away .	我的團隊 , 全國各地都走進了 。
chris anderson: did you touch it ?	克里斯:你問了你嗎 ?
each module could do things with a pattern .	每個人都可以用不同的形式 。
i did what many girls and women learn to do .	我做了很多女人 , 做些什麼 。
the city called me and asked if our technology could help .	在我的家裡 , 問我們 , 要協助我們解決問題 。
and by the way , it's continued to .	順便一開始 , 才會發生 。
develop and save more of you now for later in life .	開發出更多的資源 , 來協助你的生活 。
pause now to figure it out for yourself .	現在 , 請你去思考自己 。
what if i had told her my story years ago ?	如果我記得我父親的故事 , 來問我什麼 ?
so the most important thing is integrity .	所以最重要的是 , 最重要的是 。
almost 24 million people have diabetes .	大約有25萬人 。
but to me , things aren't the future .	但 , 對我而言 , 這並不是什麼 。
ok , so that was a massive failure .	嗯 , 很糟糕 。
ws: and done ! ok , good job !	史:好吧 ! 很棒 !
gc: after last night , not for a while .	克里斯:好的 , 最後一天 , 還沒辦法 。
and so it came to me in waves .	所以 , 讓我從我身邊 。
so what if you've targeted cells ?	所以 , 若要怎麼做呢 ?
you're really left alone with your own thoughts .	你真的覺得自己是唯一的 。
to climate change that would be like kyoto .	氣候變遷的氣候變遷 。
and i said , " am i asexual now ?	我說: 「 嗯 , 我現在是誰 ?
did anyone see " lost in translation " ?	有人看過 「 無線電 」 或 「 無線 」 或 「 無線 」
and that's the role of the presenter .	這就是我們所謂的英雄 。
how will you cook your chicken now ?	你現在要怎麼做呢 ?
so i resolved to give more .	所以 , 讓我更快 。
you know , one word: tunisia .	你知道: 「 喔 , 阿拉伯 。
to , " could we have done something about it ? "	「 我們要怎麼做嗎 ? 」
yes , he probably had ongoing depression .	沒錯 , 很糟糕 。
now to the second potential misunderstanding .	現在 , 第二個案例是要發生的 。
there are two billion young people between 15 and 30 .	大約有十億人 , 三十歲 。
sever his spine at the neck .	他的臉書也很糟糕 。
now , what is the beauty in it ?	到底是什麼樣子 ?
uh , sure , that'd be great .	當然 , 真的很棒 。
you don't just zip right into it .	你不只會這樣做 。
so , what does that precision buy us ?	所以 , 該怎麼做呢 ?
we are going to use it in and around humans .	我們會把人類帶到人類身上 。
here's a human heart at 25 days .	這裡有25個人 。
the problem was solved in less than a day .	問題是 , 每天都沒有解決問題 。
what causes recessions ?	發生什麼事呢 ?
is it nurture or is it nature ?	它是自然的 , 不是嗎 ?
it's even smaller in scale .	甚至是小小的小鎮 。
the world has other universal languages .	世界各式各樣的語言 。
the farmers were overjoyed .	農夫的農夫很幸運 。
this is one of the most beautiful things i know .	這是我最喜歡的東西之一 。
forge meaning and build identity .	說話 , 創造出自己的價值 。
so , how could we make better sense about this ?	所以 , 我們能怎麼做呢 ?
it started as a means of selfexpression .	一開始是 「 自私 」 。
so on large scale what do they use ?	所以 , 最大的產品是怎麼辦 ?
now , we started working together 18 months ago .	現在我們在2016年開始了 。
and three , don't leave before you leave .	第三 , 不要去找你 。
the final movement is called mounds .	最後一步是 「 交通 」 的 。
these are the two factors that always come out .	這兩件事是 , 每次都沒錯 。
that's why it's on the street .	這就是為什麼在街道上 。
well , good news . we got the time .	好消息是 , 我們已經準備好了 。
and costa rica's not alone .	金屬並不是唯一的 。
which is why orion has weapons .	這就是為什麼我們會造成污染 。
some even said i had a political motive .	有些人可能會說 , 我是個政治家 。
so we've got big cost challenges here .	所以 , 我們已經有了最大的挑戰 。
and this makes sense , of course , right ?	這種感覺 , 對吧 ?
so i have not come here to complain .	所以 , 這不是我剛剛剛剛剛剛剛剛剛剛剛好的 。
but i hope you see where we're going .	但我希望你們能看到的 。
ghana felt safe to me as a child .	愛滋病 , 讓我覺得自己在家裡 。
what i saw was my teachers coming through me .	我看到我的老師 。
oh , that's awesome !	喔 , 很棒 !
let me talk about " hamlet . "	咱們談談我 。 」
i was like , this is gorgeous .	我的意思是 , 很棒 。
i started my journey 30 years ago .	我從三年前開始 。
you need to go get an hiv test . "	你必須試試試驗 。 」
there is so much information ; what do you do ?	有多少資訊 , 什麼都好了嗎 ?
where have they come from ? where are they going ?	他們在哪裡 ? 哪裡 ?
can we make a hat into a toy ?	我們是否能讓它更好嗎 ?
the only good thing in the box was hope .	唯一最好的唯一是唯一的 。
because , in the meantime , kids are alone .	因為 , 有時候 , 孩子們都一樣 。
two fires together , i get really hot .	兩天 , 我就很害怕 。
if people knew how to overcome failure ?	如果人們知道 , 人們會怎麼做呢 ?
aquecerse uckedfay .	自閉症 。
she's at a microfinance meeting .	她是微笑的 。
so why are both known as goths ?	為什麼有多少人都知道嗎 ?
so i went back that very summer .	所以 , 我回來了 , 很幸運 。
he forgives the general in this image .	他把這張照片放在這個圖片上 。
he's out over the channel .	他在洛杉磯 。
can i believe in this this passionately ?	我相信 , 這種感覺嗎 ?
is 100 one thing , 10 things or 100 things ?	一件事是 , 大約有100萬個東西嗎 ?
do that kind of stuff , have fun with it .	這樣做些事情 , 有些事情 。
it's like a centrifuge .	這就像是美國人一樣 。
but it's not just going to stop there .	但 , 不要停止 。
it's always something in the distance .	每件事都發生了 。
so it can't turn the genes on .	所以 , 基因不是基因 。
they spring from the same source .	牠們的同儕相同 。
they'd like you to walk away from that .	他們會在你旁邊 。
i am the lifeforce power of the universe .	我是生命的一部分 。
that's the real important thing about safety .	這真的是很重要的 。
tbl: can you say " now " ?	馬:你現在會說: 「 好嗎 ? 」
and what we did over there was pretty much simple .	我們做的是非常簡單的 。
there was a reason for that ; it was me .	原因是 , 是因為我是這樣的 。
wow . that's a lot of you .	聽起來很棒 。
they were at peace with each other .	他們是互相互相連結的 。
how should we all respond ?	我們該怎麼辦 ?
i was at that lake recently .	我很幸運 。
trees epitomize stasis .	樹木的樹木 。
this has been going on for 40 years now .	這是過去五年來的 。
but i struggle to translate .	但 , 我會把它們放進去 。
let's start with the amazon !	咱們開始吧 !
and i said , " this can't happen .	我說: 「 沒辦法 。
let's talk for a minute about these companies .	咱們來談談這些問題 。
now , this has consequences .	現在 , 這種情況已經有了 。
and it's not just in norway .	這不只是在公園裡 。
i'm quite fond of it .	我很幸運 。
because think about the teddy bear .	因為 , 想想看吧 。
the dwarf carried on .	車輛的車子 。
i hope i have achieved that .	我希望我有機會 。
what was the purpose of my human ?	對我來說 , 人類是誰 ?
and sadly , i think there are .	幸運的是 , 我覺得這一點 。
what the company does is ____ ?	公司是怎麼辦 ?
and it all begins with curiosity .	這一切都很棒 。
you know , that's how you do science .	你知道 , 你是科學的 。
so let me start with genomics .	所以 , 讓我回到生物學 。
but first they have to break out of jail .	但 , 首先 , 他們要先生存 。
they could maybe volunteer that much .	可能是可能的 。
so this is our problem , as you can imagine .	這就是我們現在的問題 。
